playerID,tmID,coachID,year,stint,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player
ajavoma01w,WAS,plankju99w,9.0,0.0,273.0,284.0,91.0,0.3309859154929577,0.7912087912087912,0.1911764705882352,0.4212442908282928,0.0993377483443708,0.0513245033112582,0.009933774834437,0.097682119205298,1.0727272727272728,0.3538732394366197
anosini01w,MIN,gilloje01w,9.0,0.0,314.0,226.0,166.0,0.4380530973451327,0.6987951807228916,0.0,0.5250133761369716,0.2510869565217391,0.0815217391304347,0.0467391304347826,0.0489130434782608,1.0714285714285714,0.4380530973451327
atkinla01w,SEA,aglerbr99w,7.0,0.0,99.0,87.0,39.0,0.4367816091954023,0.4615384615384615,0.2941176470588235,0.4752304147465438,0.1822541966426858,0.0431654676258992,0.0119904076738609,0.052757793764988,0.6470588235294118,0.4655172413793103
atkinla01w,SEA,aglerbr99w,8.0,0.0,58.0,47.0,19.0,0.4680851063829787,0.7368421052631579,0.0,0.5238439306358381,0.1946902654867256,0.0442477876106194,0.0221238938053097,0.0663716814159292,0.4545454545454545,0.4680851063829787
atkinla01w,SEA,aglerbr99w,9.0,0.0,14.0,16.0,4.0,0.375,0.5,0.0,0.3941441441441441,0.1917808219178082,0.0684931506849315,0.0273972602739726,0.1095890410958904,0.8,0.375
augusse01w,MIN,gilloje01w,7.0,0.0,744.0,620.0,165.0,0.4564516129032258,0.896969696969697,0.3529411764705882,0.5371065550101068,0.1138790035587188,0.0186832740213523,0.0160142348754448,0.0444839857651245,0.704225352112676,0.4806451612903226
augusse01w,MIN,gilloje01w,8.0,0.0,769.0,583.0,173.0,0.5077186963979416,0.8728323699421965,0.4193548387096774,0.5833535623255249,0.1244281793229643,0.0375114364135407,0.0192131747483989,0.0722781335773101,0.9518072289156626,0.5300171526586621
augusse01w,MIN,gilloje01w,9.0,0.0,591.0,496.0,118.0,0.469758064516129,0.8898305084745762,0.3174603174603174,0.5393123083661849,0.1151631477927063,0.0307101727447216,0.0115163147792706,0.0796545105566218,1.5961538461538465,0.4899193548387097
bakersh01w,DET,laimbbi01w,7.0,0.0,251.0,251.0,56.0,0.3864541832669322,0.8571428571428571,0.2727272727272727,0.4553040197358874,0.0912052117263843,0.0749185667752443,0.003257328990228,0.0570032573289902,0.7,0.4043824701195219
bakersh01w,DET,laimbbi01w,8.0,2.0,203.0,192.0,84.0,0.328125,0.8333333333333334,0.2121212121212121,0.4433088749126485,0.1402439024390244,0.073170731707317,0.0040650406504065,0.1565040650406504,1.1846153846153846,0.3463541666666667
bakersh01w,DET,laimbbi01w,8.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0
bakersh01w,DET,laimbbi01w,9.0,0.0,49.0,37.0,34.0,0.3243243243243243,0.7352941176470589,0.0,0.4715165511932255,0.2,0.0818181818181818,0.009090909090909,0.1363636363636363,1.3636363636363635,0.3243243243243243
bakersh01w,DET,mahorri01w,7.0,0.0,251.0,251.0,56.0,0.3864541832669322,0.8571428571428571,0.2727272727272727,0.4553040197358874,0.0912052117263843,0.0749185667752443,0.003257328990228,0.0570032573289902,0.7,0.4043824701195219
bakersh01w,DET,mahorri01w,8.0,2.0,203.0,192.0,84.0,0.328125,0.8333333333333334,0.2121212121212121,0.4433088749126485,0.1402439024390244,0.073170731707317,0.0040650406504065,0.1565040650406504,1.1846153846153846,0.3463541666666667
bakersh01w,DET,mahorri01w,8.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0
bakersh01w,DET,mahorri01w,9.0,0.0,49.0,37.0,34.0,0.3243243243243243,0.7352941176470589,0.0,0.4715165511932255,0.2,0.0818181818181818,0.009090909090909,0.1363636363636363,1.3636363636363635,0.3243243243243243
batkosu01w,SEA,aglerbr99w,6.0,0.0,199.0,174.0,58.0,0.4367816091954023,0.7758620689655172,0.2857142857142857,0.4986968724939855,0.2039045553145336,0.0368763557483731,0.0520607375271149,0.0563991323210412,0.8125,0.4425287356321839
battlas01w,NYL,coylepa99w,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
battlas01w,NYL,coylepa99w,7.0,0.0,143.0,141.0,25.0,0.3829787234042553,0.8,0.3260869565217391,0.4703947368421052,0.1362637362637362,0.0681318681318681,0.0065934065934065,0.0637362637362637,0.7631578947368421,0.4361702127659574
battlas01w,NYL,coylepa99w,8.0,0.0,252.0,244.0,58.0,0.3647540983606557,0.7758620689655172,0.3118279569892473,0.4674977738201247,0.166446499339498,0.0462351387054161,0.0026420079260237,0.0739762219286657,1.1666666666666667,0.4241803278688524
battlas01w,NYL,coylepa99w,9.0,0.0,121.0,98.0,50.0,0.3775510204081632,0.72,0.3666666666666666,0.5041666666666667,0.1577380952380952,0.0446428571428571,0.0029761904761904,0.0714285714285714,0.8571428571428571,0.4336734693877551
battlas01w,NYL,donovan99w,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
battlas01w,NYL,donovan99w,7.0,0.0,143.0,141.0,25.0,0.3829787234042553,0.8,0.3260869565217391,0.4703947368421052,0.1362637362637362,0.0681318681318681,0.0065934065934065,0.0637362637362637,0.7631578947368421,0.4361702127659574
battlas01w,NYL,donovan99w,8.0,0.0,252.0,244.0,58.0,0.3647540983606557,0.7758620689655172,0.3118279569892473,0.4674977738201247,0.166446499339498,0.0462351387054161,0.0026420079260237,0.0739762219286657,1.1666666666666667,0.4241803278688524
battlas01w,NYL,donovan99w,9.0,0.0,121.0,98.0,50.0,0.3775510204081632,0.72,0.3666666666666666,0.5041666666666667,0.1577380952380952,0.0446428571428571,0.0029761904761904,0.0714285714285714,0.8571428571428571,0.4336734693877551
beardal01w,WAS,plankju99w,5.0,0.0,446.0,380.0,149.0,0.4184210526315789,0.7181208053691275,0.375,0.5004937606607416,0.1395121951219512,0.0673170731707317,0.033170731707317,0.088780487804878,1.1375,0.4460526315789473
beardal01w,WAS,plankju99w,6.0,0.0,422.0,408.0,105.0,0.3799019607843137,0.7619047619047619,0.3168316831683168,0.4645530603258476,0.1280788177339901,0.0443349753694581,0.0088669950738916,0.0886699507389162,1.4285714285714286,0.4191176470588235
beardal01w,WAS,plankju99w,7.0,0.0,614.0,469.0,149.0,0.4946695095948827,0.7583892617449665,0.3627450980392157,0.5743041005686921,0.1498993963782696,0.0593561368209255,0.0251509054325955,0.0985915492957746,1.0888888888888888,0.5341151385927505
