playerID,year,stint_x,tmID,GP_x,GS,minutes,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player,free_throw_rate_player,pos,height,weight,college,collegeOther,birthDate,deathDate,awardPointsPlayers,franchID,GP_y,won_x,lost_x,win_percentage,effective_fg_percentage,turnover_percentage,free_throw_factor,rebounding_factor,points_per_game,points_allowed_per_game,playoff,confW,confL,homeW,homeL,awayW,awayL,coachID,stint_y,awardPointsCoaches
abrossv01w,2,0,MIN,26,23,846,343,293,132,0.3890784982935154,0.7272727272727273,0.25,0.4884926512475789,0.2056737588652482,0.0496453900709219,0.0106382978723404,0.0626477541371158,0.6235294117647059,0.4215017064846416,0.7272727272727273,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,32,12,20,0.375,0.4193370165745856,0.1922726859015199,0.7689133425034388,0.987983274921429,64.90625,67.375,0,9,12,6,10,6,10,aglerbr99w,0,0.0
abrossv01w,3,0,MIN,27,27,805,314,316,116,0.3765822784810126,0.4827586206896552,0.3333333333333333,0.4277462946817785,0.1813664596273292,0.0521739130434782,0.0124223602484472,0.0745341614906832,0.6521739130434783,0.4082278481012658,0.4827586206896552,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,32,10,22,0.3125,0.4563380281690141,0.2067763219612871,0.6626297577854672,1.0182779952371828,62.59375,65.75,0,6,15,7,9,3,13,aglerbr99w,1,0.0
abrossv01w,3,0,MIN,27,27,805,314,316,116,0.3765822784810126,0.4827586206896552,0.3333333333333333,0.4277462946817785,0.1813664596273292,0.0521739130434782,0.0124223602484472,0.0745341614906832,0.6521739130434783,0.4082278481012658,0.4827586206896552,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,32,10,22,0.3125,0.4563380281690141,0.2067763219612871,0.6626297577854672,1.0182779952371828,62.59375,65.75,0,6,15,7,9,3,13,vandehe99w,2,0.0
abrossv01w,4,0,MIN,30,25,792,318,285,98,0.3929824561403509,0.7040816326530612,0.3048780487804878,0.4845788126295258,0.178030303030303,0.0555555555555555,0.0138888888888888,0.1035353535353535,0.9111111111111112,0.4368421052631579,0.7040816326530612,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,34,18,16,0.5294117647058824,0.4878665318503539,0.1985369463736764,0.7211538461538461,1.0369359464403514,70.0,69.70588235294117,1,14,10,11,6,7,10,mcconsu01w,0,0.0
abrossv01w,5,0,MIN,22,11,462,146,139,46,0.3525179856115107,0.6086956521739131,0.3773584905660377,0.458427530771163,0.1601731601731601,0.0649350649350649,0.0043290043290043,0.0974025974025974,1.0465116279069768,0.4244604316546763,0.6086956521739131,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,34,18,16,0.5294117647058824,0.4502631578947368,0.2193516066700064,0.709375,1.0092028717273778,63.6764705882353,64.41176470588235,1,12,10,11,6,7,10,mcconsu01w,0,10.0
abrossv01w,6,0,MIN,31,31,777,304,276,73,0.394927536231884,0.726027397260274,0.4024390243902439,0.4933142931325457,0.1377091377091377,0.0617760617760617,0.0077220077220077,0.0772200772200772,0.75,0.4547101449275362,0.726027397260274,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,34,14,20,0.4117647058823529,0.4558067831449126,0.19516173664817,0.7271214642262895,0.9787891483751512,65.02941176470588,67.29411764705883,0,9,13,11,6,3,14,mcconsu01w,0,0.0
abrossv01w,7,0,MIN,34,2,724,263,241,62,0.4107883817427386,0.6612903225806451,0.3692307692307692,0.4901595348143731,0.1464088397790055,0.0469613259668508,0.0013812154696132,0.074585635359116,0.8852459016393442,0.4605809128630705,0.6612903225806451,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,34,10,24,0.2941176470588235,0.4608774310266847,0.1743054093874974,0.7121879588839941,0.9737758584662534,74.20588235294117,80.44117647058823,0,6,14,8,9,2,15,jenkica99w,2,0.0
abrossv01w,7,0,MIN,34,2,724,263,241,62,0.4107883817427386,0.6612903225806451,0.3692307692307692,0.4901595348143731,0.1464088397790055,0.0469613259668508,0.0013812154696132,0.074585635359116,0.8852459016393442,0.4605809128630705,0.6612903225806451,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,34,10,24,0.2941176470588235,0.4608774310266847,0.1743054093874974,0.7121879588839941,0.9737758584662534,74.20588235294117,80.44117647058823,0,6,14,8,9,2,15,mcconsu01w,1,0.0
abrossv01w,8,0,MIN,34,29,843,345,298,43,0.4429530201342282,0.8372093023255814,0.4455445544554455,0.5443014009844755,0.1779359430604982,0.0521945432977461,0.0047449584816132,0.1008303677342823,1.25,0.5184563758389261,0.8372093023255814,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,MIN,34,10,24,0.2941176470588235,0.4469214437367304,0.174627088676943,0.787833827893175,1.0433578658038265,77.52941176470588,80.94117647058823,0,8,14,7,10,3,14,zierddo99w,0,0.0
abrossv01w,9,0,CON,6,0,107,34,36,12,0.3055555555555556,0.8333333333333334,0.1666666666666666,0.4118217054263566,0.1869158878504672,0.0747663551401869,0.0,0.1121495327102803,1.0909090909090908,0.3333333333333333,0.8333333333333334,F,74.0,169,Connecticut,none,1980-07-09,0000-00-00,0.0,CON,34,21,13,0.6176470588235294,0.4704724409448819,0.1575480731902999,0.7455048409405256,1.012864049923004,79.11764705882354,74.73529411764706,1,13,7,13,4,8,9,thibami99w,0,10.0
